568206369,55.61,37.72,212.12,
568206370,55.61,37.72,212.18,
568206371,55.61,37.72,212.15,
568206372,55.61,37.72,212.05,
568206373,55.61,37.72,212.10,
568206374,55.61,37.72,211.94,
568206375,55.61,37.72,211.57,
568206376,55.61,37.72,211.32,
568206377,55.61,37.72,210.92,
568206378,55.61,37.72,210.42,
568206379,55.61,37.72,210.15,
568206380,55.61,37.72,209.81,
568206381,55.61,37.72,209.39,
568206382,55.61,37.72,209.00,
568206383,55.61,37.72,208.62,
568206384,55.61,37.72,208.42,
568206385,55.61,37.72,208.19,
568206386,55.61,37.72,208.00,
568206387,55.61,37.72,207.68,
568206388,55.61,37.72,207.26,
568206389,55.61,37.72,206.98,
568206390,55.61,37.72,206.65,
568206391,55.61,37.72,206.37,
568206392,55.61,37.72,206.14,
568206393,55.61,37.72,205.95,
568206394,55.61,37.72,205.70,
568206395,55.61,37.72,205.37,
568206396,55.61,37.72,205.13,
568206397,55.61,37.72,204.98,
568206398,55.61,37.72,204.74,
568206399,55.61,37.72,204.67,
568206400,55.61,37.72,204.54,
568206401,55.61,37.72,204.42,
568206402,55.61,37.72,204.35,
568206403,55.61,37.72,204.42,
568206404,55.61,37.72,204.56,
568206405,55.61,37.72,204.59,
568206406,55.61,37.72,204.53,
568206407,55.61,37.72,204.54,
568206408,55.61,37.72,204.51,
568206409,55.61,37.72,204.55,
568206410,55.61,37.72,204.60,
568206411,55.61,37.72,204.69,
568206412,55.61,37.72,204.76,
568206413,55.61,37.72,204.86,
568206414,55.61,37.72,205.04,
568206415,55.61,37.72,205.16,
568206416,55.61,37.72,205.24,
568206417,55.61,37.72,205.29,
568206418,55.61,37.72,205.17,
568206419,55.61,37.72,205.18,
568206420,55.61,37.72,205.21,
568206421,55.61,37.72,205.19,
568206422,55.61,37.72,205.17,
568206423,55.61,37.72,205.12,
568206424,55.61,37.72,205.08,
568206425,55.61,37.72,205.09,
568206426,55.61,37.72,205.23,
568206427,55.61,37.72,205.32,
568206428,55.61,37.72,205.39,
