568212538,55.608947,37.724288,173,
568212539,55.608978,37.724254,177,
568212540,55.608997,37.724227,179,
568212541,55.609016,37.724205,181,
568212542,55.609039,37.724178,183,
568212543,55.609050,37.724159,184,
568212544,55.609062,37.724143,186,
568212545,55.609077,37.724132,187,
568212546,55.609081,37.724117,187,
568212547,55.609088,37.724105,188,
568212548,55.609100,37.724094,189,
568212549,55.609107,37.724079,189,
568212550,55.609115,37.724075,190,
568212551,55.609119,37.724060,190,
568212552,55.609127,37.724052,191,
568212553,55.609138,37.724037,191,
568212554,55.609138,37.724037,191,
568212555,55.609146,37.724033,192,
568212556,55.609146,37.724025,192,
568212557,55.609153,37.724018,192,
568212558,55.609153,37.724014,192,
568212559,55.609157,37.724006,193,
568212560,55.609165,37.723999,193,
568212561,55.609172,37.723987,193,
568212562,55.609184,37.723976,193,
568212563,55.609184,37.723968,193,
568212564,55.609191,37.723957,193,
568212565,55.609191,37.723957,193,
568212566,55.609191,37.723957,193,
568212567,55.609191,37.723957,193,
568212568,55.609195,37.723953,193,
568212569,55.609195,37.723949,193,
568212570,55.609203,37.723937,193,
568212571,55.609214,37.723930,193,
568212572,55.609230,37.723907,194,
568212573,55.609249,37.723888,195,
568212574,55.609268,37.723857,197,
568212575,55.609294,37.723819,198,
568212576,55.609333,37.723777,199,
568212577,55.609336,37.723758,200,
568212578,55.609355,37.723735,200,
568212579,55.609371,37.723720,201,
568212580,55.609375,37.723705,201,
568212581,55.609390,37.723693,201,
568212582,55.609382,37.723701,201,
568212583,55.609375,37.723705,201,
568212584,55.609390,37.723686,200,
568212585,55.609401,37.723667,200,
568212586,55.609413,37.723651,201,
568212587,55.609428,37.723636,201,
568212588,55.609436,37.723625,202,
568212589,55.609447,37.723606,202,
568212590,55.609447,37.723602,203,
568212591,55.609455,37.723602,203,
568212592,55.609455,37.723590,203,
568212593,55.609455,37.723598,203,
568212594,55.609439,37.723609,203,
568212595,55.609436,37.723621,202,
568212596,55.609420,37.723628,201,
568212597,55.609413,37.723640,200,
568212598,55.609409,37.723648,199,
568212599,55.609401,37.723659,198,
568212600,55.609401,37.723655,197,
568212601,55.609401,37.723663,196,
568212602,55.609390,37.723678,195,
568212603,55.609382,37.723690,194,
568212604,55.609375,37.723701,193,
568212605,55.609375,37.723709,192,
568212606,55.609371,37.723712,192,
568212607,55.609363,37.723720,191,
568212608,55.609355,37.723724,190,
568212609,55.609355,37.723731,189,
568212610,55.609355,37.723735,188,
568212611,55.609352,37.723739,188,
568212612,55.609352,37.723739,187,
568212613,55.609344,37.723747,187,
568212614,55.609336,37.723751,186,
568212615,55.609344,37.723751,186,
568212616,55.609344,37.723754,185,
568212617,55.609336,37.723758,185,
568212618,55.609336,37.723762,185,
568212619,55.609336,37.723762,184,
568212620,55.609336,37.723770,184,
568212621,55.609333,37.723773,183,
568212622,55.609333,37.723777,183,
568212623,55.609333,37.723785,182,
568212624,55.609325,37.723789,182,
568212625,55.609325,37.723796,182,
568212626,55.609325,37.723800,181,
568212627,55.609325,37.723800,181,
568212628,55.609325,37.723800,181,
568212629,55.609325,37.723804,181,
568212630,55.609325,37.723808,181,
568212631,55.609325,37.723812,181,
568212632,55.609325,37.723815,181,
568212633,55.609325,37.723815,181,
568212634,55.609325,37.723815,181,
568212635,55.609333,37.723819,181,
568212636,55.609333,37.723819,181,
568212637,55.609333,37.723819,181,
568212638,55.609336,37.723819,180,
568212639,55.609336,37.723819,180,
568212640,55.609336,37.723819,180,
568212641,55.609344,37.723823,179,
568212642,55.609344,37.723823,179,
568212643,55.609344,37.723827,179,
568212644,55.609344,37.723831,178,
568212645,55.609344,37.723831,178,
568212646,55.609344,37.723834,178,
568212647,55.609344,37.723838,178,
568212648,55.609336,37.723838,179,
568212649,55.609336,37.723842,180,
568212650,55.609333,37.723846,180,
568212651,55.609333,37.723850,181,
568212652,55.609325,37.723846,181,
568212653,55.609333,37.723854,182,
568212654,55.609325,37.723850,183,
568212655,55.609325,37.723846,184,
568212656,55.609325,37.723850,184,
568212657,55.609344,37.723861,185,
568212658,55.609344,37.723865,185,
568212659,55.609352,37.723869,186,
568212660,55.609363,37.723876,186,
568212661,55.609375,37.723884,187,
568212662,55.609375,37.723884,187,
568212663,55.609390,37.723888,188,
